Date,Open,High,Low,Close,Vol.,Change %,ATR(14),movingstddevclose,movingstddevatr
"Nov 23, 2018",160.65,161.19,160.51,161.1,649.26K,0.29%,0.5049999999999935,0.9348755041424031,0.10313584984176653
"Nov 26, 2018",160.93,160.99,160.64,160.74,628.25K,-0.22%,0.5071428571428527,0.9526974650002216,0.1055419177070167
"Nov 27, 2018",160.9,161.21,160.82,161.02,649.68K,0.17%,0.4971428571428536,0.9771019915476278,0.10798057914992171
"Nov 28, 2018",161.0,161.18,160.83,160.9,880.82K,-0.07%,0.4992857142857109,0.9971033518844366,0.1100615283270436
"Nov 29, 2018",161.0,161.42,160.98,161.41,852.04K,0.32%,0.4864285714285675,1.0305614408165868,0.11248371261864007
"Nov 30, 2018",161.31,161.58,161.27,161.54,849.02K,0.08%,0.471428571428569,1.0645359352843888,0.1151828502184294
"Dec 03, 2018",161.01,161.7,161.01,161.5,1.61M,-0.02%,0.4892857142857118,1.0906143647148174,0.11717460450328628
"Dec 04, 2018",161.91,162.43,161.61,162.09,1.92M,0.37%,0.519285714285713,1.1328366311977824,0.11850692501995604
"Dec 05, 2018",162.28,162.45,161.97,161.99,439.47K,-0.06%,0.4928571428571412,1.1682642550686855,0.12032932379849995
"Dec 06, 2018",162.3,162.48,162.12,162.38,25.10K,0.24%,0.5085714285714248,1.2178865542321198,0.12170515921991379
"Dec 07, 2018",163.23,163.46,162.93,163.17,619.94K,0.49%,0.5507142857142843,1.2842388784237244,0.1220525956009463
"Dec 10, 2018",163.49,163.64,162.98,163.4,671.10K,0.14%,0.5621428571428554,1.3399841462602917,0.12230774167431017
"Dec 11, 2018",163.24,163.59,162.83,163.48,741.27K,0.05%,0.5871428571428551,1.39437213640642,0.12203029405921621
"Dec 12, 2018",163.35,163.53,162.6,162.98,708.40K,-0.31%,0.6292857142857124,1.420002165331286,0.12168683154418779
"Dec 13, 2018",162.77,163.14,162.51,162.87,806.93K,-0.07%,0.625714285714283,1.4529698735792127,0.121649586136632
"Dec 14, 2018",162.89,163.3,162.81,163.2,554.18K,0.20%,0.6278571428571402,1.4922133907835164,0.1216416718502513
"Dec 17, 2018",163.28,163.3,162.96,163.14,398.43K,-0.04%,0.6185714285714263,1.535608477518358,0.12161832166814505
"Dec 18, 2018",163.29,163.55,163.22,163.34,482.97K,0.12%,0.6228571428571428,1.572684281429831,0.12110885583165529
"Dec 19, 2018",163.48,163.85,163.24,163.38,543.11K,0.02%,0.6292857142857144,1.583997411216959,0.11976599664224846
"Dec 20, 2018",163.74,164.01,163.41,163.56,696.50K,0.11%,0.6521428571428568,1.5802853040537237,0.11783133768395539
"Dec 21, 2018",163.54,163.54,163.27,163.36,385.74K,-0.12%,0.6235714285714279,1.574623267534501,0.11549873576935044
"Dec 27, 2018",163.18,163.79,163.15,163.73,334.72K,0.23%,0.6028571428571406,1.5790224222357045,0.11279764285279617
"Dec 28, 2018",163.64,163.76,163.42,163.54,335.36K,-0.12%,0.5928571428571416,1.5627444099549894,0.10955367396916171
"Jan 02, 2019",163.7,164.94,163.58,164.64,713.33K,0.67%,0.6578571428571435,1.5954306806012621,0.10504633106608938
"Jan 03, 2019",164.91,165.1,164.38,164.82,683.68K,0.11%,0.6321428571428568,1.6320859910067849,0.10047824945479694
"Jan 04, 2019",165.01,165.04,163.88,163.97,649.42K,-0.52%,0.6678571428571425,1.631798020551047,0.09634878696240534
"Jan 07, 2019",163.93,164.32,163.76,163.96,541.36K,-0.01%,0.653571428571429,1.6291928866512029,0.09224708022221784
"Jan 08, 2019",163.76,163.9,163.5,163.74,658.67K,-0.13%,0.6200000000000004,1.6279252872109653,0.08837350723436013
"Jan 09, 2019",163.71,164.11,163.48,163.96,656.38K,0.13%,0.6200000000000025,1.637294601731262,0.08441314797162179
"Jan 10, 2019",163.93,164.38,163.93,164.21,647.11K,0.15%,0.6171428571428582,1.6462466574917638,0.07872077908060333
"Jan 11, 2019",164.25,164.64,164.16,164.41,563.19K,0.12%,0.6271428571428572,1.654388569044978,0.07378642075316393
"Jan 14, 2019",164.51,164.88,164.43,164.57,540.34K,0.10%,0.6314285714285697,1.6735895215950427,0.07077667481129238
"Jan 15, 2019",164.62,164.98,164.38,164.89,706.55K,0.19%,0.6307142857142846,1.7062663826477247,0.0689621712611116
"Jan 16, 2019",164.8,164.9,164.36,164.59,638.53K,-0.18%,0.6242857142857129,1.7246239424400587,0.067658750139425
"Jan 17, 2019",164.72,164.89,164.23,164.3,566.68K,-0.18%,0.6507142857142847,1.7438045769282915,0.06667974805342364
"Jan 18, 2019",164.28,164.34,163.84,164.07,712.27K,-0.14%,0.6407142857142857,1.7467314489403736,0.06492513628070962
"Jan 21, 2019",164.2,164.3,164.04,164.13,272.11K,0.04%,0.635000000000001,1.7498840931967519,0.06328830925663881
"Jan 22, 2019",164.25,164.75,164.12,164.47,608.30K,0.21%,0.5800000000000003,1.7537844574322927,0.062059292059866746
"Jan 23, 2019",164.65,164.77,164.34,164.57,600.56K,0.06%,0.5592857142857152,1.7495591138748166,0.061314444130701654
"Jan 24, 2019",164.72,165.54,164.59,165.32,890.97K,0.46%,0.5457142857142868,1.750746202095386,0.06040095260200305
"Jan 25, 2019",165.35,165.43,164.96,165.07,603.23K,-0.15%,0.5392857142857151,1.7419536090152852,0.05971895683678141
"Jan 28, 2019",165.19,165.3,164.69,164.91,647.82K,-0.10%,0.5500000000000013,1.7220732978149802,0.05901184441207918
"Jan 29, 2019",164.94,165.28,164.85,165.08,566.21K,0.10%,0.5357142857142857,1.6933942960189552,0.05902077953234937
"Jan 30, 2019",165.24,165.53,164.99,165.18,571.07K,0.06%,0.5421428571428574,1.6550479291547282,0.059135637573764006
"Jan 31, 2019",165.52,165.87,165.3,165.67,801.43K,0.30%,0.5571428571428579,1.647529501745005,0.059149962570864266
"Feb 01, 2019",165.73,165.77,165.43,165.5,711.77K,-0.10%,0.547857142857144,1.6372269617830086,0.059179249820295106
"Feb 04, 2019",165.61,165.64,165.22,165.28,418.54K,-0.13%,0.5350000000000007,1.6079903665347755,0.059170879425168306
"Feb 05, 2019",165.4,165.52,164.93,165.49,623.60K,0.13%,0.53857142857143,1.5797311114070518,0.059131406476883266
"Feb 06, 2019",165.42,165.68,165.37,165.51,491.94K,0.01%,0.5135714285714305,1.5687883398810327,0.05953170956859303
"Feb 07, 2019",165.59,166.45,165.52,166.36,896.17K,0.51%,0.5450000000000017,1.5725164994876322,0.05892653470423127
"Feb 08, 2019",166.39,166.83,166.26,166.75,635.90K,0.23%,0.5671428571428591,1.5809457226793526,0.05800114754519135
"Feb 11, 2019",166.68,166.73,166.15,166.35,602.03K,-0.24%,0.5650000000000018,1.577817225715534,0.05716033257042054
"Feb 12, 2019",166.26,166.26,165.84,166.02,634.42K,-0.20%,0.5707142857142864,1.5470139854377392,0.056061491556856906
"Feb 13, 2019",166.0,166.24,165.86,166.12,531.26K,0.06%,0.528571428571429,1.5135005887498936,0.054875900270229726
"Feb 14, 2019",166.22,166.73,166.02,166.54,628.47K,0.25%,0.5457142857142847,1.5032050664161098,0.05414995924648478
"Feb 15, 2019",166.55,166.64,166.28,166.47,474.92K,-0.04%,0.5278571428571398,1.4690333963180795,0.05371558754122827
"Feb 18, 2019",166.53,166.55,166.28,166.36,238.96K,-0.07%,0.5164285714285687,1.435227941925611,0.053232273063759945
"Feb 19, 2019",166.42,166.75,166.27,166.42,654.66K,0.04%,0.5121428571428542,1.3896744109878756,0.052901333014108445
"Feb 20, 2019",166.45,166.69,166.35,166.51,492.43K,0.05%,0.4871428571428546,1.3605562125646418,0.05287803057873157
"Feb 21, 2019",166.6,166.67,165.85,166.07,983.25K,-0.26%,0.5214285714285681,1.318424469494597,0.05138920138757699
"Feb 22, 2019",166.17,166.72,166.11,166.62,514.63K,0.33%,0.5378571428571409,1.2816695768660091,0.05019758198910838
"Feb 25, 2019",166.56,166.62,166.2,166.4,530.95K,-0.13%,0.5257142857142847,1.256231372263111,0.05005814585658954
"Feb 26, 2019",166.5,166.66,166.16,166.27,731.37K,-0.08%,0.539285714285713,1.2176154653193516,0.0489156017915785
"Feb 27, 2019",166.35,166.48,165.56,165.68,1.04M,-0.35%,0.5378571428571409,1.1780230748084328,0.04825480810180002
"Feb 28, 2019",165.71,165.97,165.15,165.31,997.60K,-0.22%,0.5557142857142817,1.1572039726180714,0.04819921545595923
"Mar 01, 2019",165.33,165.38,164.97,165.22,1.04M,-0.05%,0.5421428571428534,1.1402030052069823,0.04842847005213203
"Mar 04, 2019",165.19,165.71,165.01,165.59,1.38M,0.22%,0.5557142857142837,1.1268535472024128,0.04854575402386334
"Mar 05, 2019",165.67,165.79,165.26,165.52,1.42M,-0.04%,0.5664285714285698,1.0963227558100634,0.04811110886319997
"Mar 06, 2019",165.8,166.29,165.63,166.11,335.51K,0.36%,0.5707142857142843,1.0668375944029749,0.04769604436950214
"Mar 07, 2019",166.15,166.28,166.03,166.24,15.40K,0.08%,0.5628571428571425,1.047861037218542,0.04724615340617806
"Mar 08, 2019",164.44,164.74,164.31,164.39,804.48K,-1.11%,0.6814285714285708,1.0171485609142472,0.0490220629838609
"Mar 11, 2019",164.61,164.62,164.32,164.53,509.73K,0.09%,0.6685714285714296,0.9903702834768987,0.05018338885250323
"Mar 12, 2019",164.25,164.74,163.92,164.54,733.72K,0.01%,0.7028571428571452,0.9636246685034685,0.05250941936513774
"Mar 13, 2019",164.56,164.68,164.18,164.47,459.08K,-0.04%,0.6800000000000027,0.9427647166566778,0.05335444225921764
"Mar 14, 2019",164.21,164.45,164.07,164.13,542.78K,-0.21%,0.6621428571428599,0.9202493547479684,0.054183727554172056
"Mar 15, 2019",164.22,164.45,163.94,164.14,560.01K,0.01%,0.6685714285714296,0.9095572217425624,0.05538686739594094
"Mar 18, 2019",164.22,164.36,163.96,164.27,454.40K,0.08%,0.6614285714285728,0.8895744670101593,0.05639032441400694
"Mar 19, 2019",164.22,164.35,163.63,163.96,727.89K,-0.19%,0.6471428571428594,0.9026117279970547,0.05614541393392308
"Mar 20, 2019",163.89,164.53,163.84,164.25,566.59K,0.18%,0.6378571428571453,0.9104887683798832,0.05624271686933606
"Mar 21, 2019",164.39,164.93,164.32,164.85,725.54K,0.37%,0.6571428571428604,0.895932106592933,0.05596071350595965
"Mar 22, 2019",164.65,165.86,164.62,165.74,1.01M,0.54%,0.6957142857142884,0.8817063851119568,0.05722680267068639
"Mar 25, 2019",165.58,165.97,165.34,165.66,623.21K,-0.05%,0.7028571428571452,0.8583582561369371,0.059259803866634625
"Mar 26, 2019",165.79,165.83,165.45,165.58,600.79K,-0.05%,0.6750000000000053,0.8395088577814702,0.06031056720042587
"Mar 27, 2019",165.79,166.7,165.68,166.59,1.07M,0.61%,0.7371428571428608,0.8432152866072797,0.06354827129812345
"Mar 28, 2019",166.54,166.75,166.21,166.39,755.69K,-0.12%,0.6378571428571453,0.8445024254626116,0.06368397732697562
"Mar 29, 2019",166.26,166.42,166.02,166.34,695.14K,-0.03%,0.6450000000000001,0.8464518166140005,0.06387746675579836
"Apr 01, 2019",166.21,166.21,165.6,165.67,730.96K,-0.40%,0.6392857142857135,0.843852704234888,0.06399072809170794
"Apr 02, 2019",165.7,166.17,165.7,166.11,563.23K,0.27%,0.6392857142857135,0.8404282667544247,0.06417331804739522
"Apr 03, 2019",165.93,166.0,165.18,165.4,820.78K,-0.43%,0.6771428571428564,0.8248539035887829,0.06473885665527347
"Apr 04, 2019",165.28,165.66,165.19,165.52,596.19K,0.07%,0.6742857142857142,0.8011832619001461,0.0653825707676795
"Apr 05, 2019",165.35,165.52,165.07,165.36,552.26K,-0.10%,0.6778571428571435,0.7783138838210096,0.06617350106921295
"Apr 08, 2019",165.38,165.55,165.14,165.36,358.59K,0.00%,0.6557142857142882,0.764647326937532,0.06670394285806731
"Apr 09, 2019",165.29,165.64,165.11,165.48,543.18K,0.07%,0.644285714285715,0.7525488252950465,0.06687466616248418
"Apr 10, 2019",165.54,166.0,165.4,165.89,583.76K,0.25%,0.6385714285714285,0.7530025618433741,0.06676506904716253
"Apr 11, 2019",165.82,165.87,165.51,165.58,510.18K,-0.19%,0.577142857142856,0.7496952327446994,0.066343083699615
"Apr 12, 2019",165.64,165.79,164.56,164.62,951.27K,-0.58%,0.6199999999999984,0.7556583664183657,0.06607314522537339
"Apr 15, 2019",164.59,164.76,164.33,164.66,650.83K,0.02%,0.6235714285714238,0.7630542915503294,0.0655605911415232
"Apr 16, 2019",164.65,164.94,164.39,164.6,661.54K,-0.04%,0.5828571428571406,0.772737155436541,0.06510574232252435
"Apr 17, 2019",164.5,164.59,164.06,164.3,679.00K,-0.18%,0.5828571428571406,0.791456851817851,0.0648683402542074
"Apr 18, 2019",164.42,165.27,164.33,165.22,768.22K,0.56%,0.6235714285714279,0.7926315316306338,0.06449234149535363
"Apr 19, 2019",165.12,165.12,165.12,165.12,-,-0.06%,0.5778571428571411,0.7938951422302927,0.06389516765748403
"Apr 23, 2019",165.01,165.13,164.71,164.94,557.09K,-0.11%,0.5721428571428545,0.7979430228946639,0.06340568351007021
"Apr 24, 2019",164.99,165.78,164.96,165.73,717.03K,0.48%,0.5657142857142828,0.798450543516479,0.062378014557865166
"Apr 25, 2019",165.7,165.8,165.56,165.69,533.57K,-0.02%,0.549285714285712,0.7903865298247498,0.062301851501568736
"Apr 26, 2019",165.77,165.92,165.55,165.82,503.15K,0.08%,0.5435714285714235,0.7728402425680218,0.06266006187367361
"Apr 29, 2019",165.8,165.84,165.33,165.55,523.12K,-0.16%,0.5507142857142782,0.7637519107233539,0.06286394484555938
"Apr 30, 2019",165.48,165.69,164.84,165.31,938.72K,-0.14%,0.5735714285714225,0.7603842724507481,0.0628355692896292
"May 02, 2019",165.16,165.48,164.97,165.24,772.20K,-0.04%,0.5671428571428508,0.7555365871965997,0.062163093865088455
"May 03, 2019",165.12,165.45,164.82,165.26,599.61K,0.01%,0.5849999999999937,0.7406443499488788,0.0616726012724839
"May 06, 2019",165.51,165.86,165.31,165.44,324.79K,0.11%,0.5399999999999961,0.726398888981411,0.0614012701937283
"May 07, 2019",165.59,166.18,165.24,166.08,825.20K,0.39%,0.576428571428569,0.7204484588312787,0.06026525489004234
"May 08, 2019",166.06,166.47,165.92,166.2,807.47K,0.07%,0.576428571428569,0.7151893993975029,0.05895611437002955
"May 09, 2019",166.14,166.54,166.1,166.26,713.53K,0.04%,0.5692857142857122,0.7086378553706884,0.05676593392679861
"May 10, 2019",166.12,166.4,165.94,166.25,617.04K,-0.01%,0.5328571428571414,0.7122921190737397,0.056447078066598017
"May 13, 2019",166.33,166.61,166.1,166.52,581.37K,0.16%,0.5621428571428575,0.7091762773207689,0.055948254835661876
"May 14, 2019",166.51,166.72,166.31,166.59,583.82K,0.04%,0.5614285714285724,0.7147044953858538,0.055121189454602246
"May 15, 2019",166.66,167.43,166.57,166.94,963.28K,0.21%,0.5628571428571446,0.7356220478927987,0.054625082992636256
"May 16, 2019",167.06,167.27,166.78,166.95,793.12K,0.01%,0.5807142857142874,0.764124213801323,0.05382561738040597
"May 17, 2019",167.04,167.41,166.86,167.06,626.13K,0.07%,0.5935714285714307,0.7952083307597276,0.053305542967151356
"May 20, 2019",166.98,167.07,166.63,166.79,551.28K,-0.16%,0.5885714285714313,0.8144665954364656,0.05249298679336291
"May 21, 2019",166.74,166.9,166.33,166.49,772.87K,-0.18%,0.5685714285714312,0.8255532841791493,0.05224826813244485
"May 22, 2019",166.52,166.9,166.44,166.72,681.34K,0.14%,0.5650000000000038,0.841738409463756,0.052273728708617205
"May 23, 2019",166.91,167.4,166.86,167.22,784.24K,0.30%,0.5685714285714332,0.8691474935131575,0.05230883434211099
"May 24, 2019",167.28,167.33,167.1,167.24,524.82K,0.01%,0.5421428571428615,0.8942913329121097,0.052772524604189686
"May 27, 2019",167.35,167.69,167.18,167.64,260.21K,0.24%,0.5114285714285752,0.9220192497214356,0.05377441659937408
"May 28, 2019",167.55,167.93,167.52,167.8,944.51K,0.10%,0.5014285714285742,0.9549093605122956,0.055218077682139724
"May 29, 2019",167.91,168.13,167.85,168.02,838.69K,0.13%,0.4935714285714304,0.9921910510393497,0.05580475066139509
"May 30, 2019",167.84,168.21,167.72,168.0,730.32K,-0.01%,0.4957142857142876,1.021487521956977,0.056729242066183946
"May 31, 2019",168.33,168.63,168.3,168.34,1.33M,0.20%,0.5042857142857144,1.0499567226788191,0.05758566854232381
"Jun 03, 2019",168.59,168.69,168.33,168.37,1.70M,0.02%,0.5007142857142851,1.073489578065591,0.05824140582818243
"Jun 04, 2019",168.48,168.68,168.39,168.46,1.45M,0.05%,0.4614285714285699,1.098609835624567,0.06026651944836343
"Jun 05, 2019",168.5,168.84,168.38,168.68,231.63K,0.13%,0.4592857142857127,1.1161091727677115,0.06237184267825522
"Jun 06, 2019",168.72,169.01,168.7,168.95,25.35K,0.16%,0.4435714285714271,1.1482518691463803,0.06498444628054732
"Jun 07, 2019",171.3,171.8,171.25,171.72,674.79K,1.64%,0.615714285714286,1.3542246447842976,0.0643496861496622
"Jun 10, 2019",171.55,171.66,171.06,171.11,488.85K,-0.36%,0.6221428571428577,1.4974071814132206,0.06268706513785811
"Jun 11, 2019",171.11,171.42,170.98,171.36,540.20K,0.15%,0.6207142857142856,1.6345822996109962,0.06066729885003695
"Jun 12, 2019",171.38,171.62,171.32,171.48,565.27K,0.07%,0.5935714285714287,1.7598592492641156,0.059273840208231586
"Jun 13, 2019",171.45,171.69,171.39,171.54,507.65K,0.03%,0.5985714285714282,1.880171907331838,0.05516129246980444
"Jun 14, 2019",171.63,171.99,171.59,171.78,586.20K,0.14%,0.5942857142857159,1.9991275612854396,0.05456338615252822
"Jun 17, 2019",171.71,171.75,171.42,171.56,479.35K,-0.13%,0.5907142857142885,2.09701622407337,0.0537578965015613
"Jun 18, 2019",171.54,172.88,171.51,172.86,1.00M,0.76%,0.6650000000000043,2.236974471661253,0.05444967436900793
"Jun 19, 2019",172.67,172.72,172.09,172.16,713.17K,-0.40%,0.6850000000000043,2.3359773354661977,0.0558028083705441
"Jun 20, 2019",172.59,172.7,172.41,172.64,667.62K,0.28%,0.6785714285714326,2.4358853178306865,0.05585193905669958
"Jun 21, 2019",172.55,172.65,171.95,172.07,712.32K,-0.33%,0.7028571428571492,2.505528980415114,0.05692455430767373
"Jun 24, 2019",172.02,172.59,172.02,172.47,463.68K,0.23%,0.7214285714285771,2.57866189521101,0.05866841648645066
"Jun 25, 2019",172.45,172.91,172.45,172.88,578.80K,0.24%,0.7214285714285771,2.6575351055402354,0.0609593194449463
"Jun 26, 2019",172.76,172.82,172.26,172.5,647.74K,-0.22%,0.7421428571428643,2.7162339368034796,0.06430936971180952
"Jun 27, 2019",172.36,172.77,171.92,172.62,700.99K,0.07%,0.5992857142857214,2.777642319548707,0.06386040160757854
"Jun 28, 2019",172.67,172.84,172.46,172.74,487.24K,0.07%,0.5792857142857214,2.8308665300528375,0.06385941758486935
"Jul 01, 2019",172.57,173.33,172.47,173.3,622.88K,0.32%,0.6092857142857225,2.8743929082846433,0.06374867048858039
"Jul 02, 2019",173.3,173.5,172.97,173.35,603.38K,0.03%,0.6257142857142932,2.9108015002515275,0.0637772253794674
"Jul 03, 2019",173.59,173.9,173.53,173.67,653.58K,0.18%,0.643571428571436,2.9463227267332814,0.06436763523437611
"Jul 04, 2019",173.72,174.05,173.61,173.85,483.44K,0.10%,0.6428571428571489,2.96919618093327,0.06492011273168184
"Jul 05, 2019",173.94,173.96,172.99,173.18,709.22K,-0.39%,0.6864285714285765,2.9862608114203173,0.06623227455715941
"Jul 08, 2019",173.41,173.7,173.29,173.51,512.17K,0.19%,0.6257142857142891,3.0022242395179077,0.06648147919726437
"Jul 09, 2019",173.35,173.46,173.04,173.21,565.77K,-0.17%,0.6042857142857169,2.997422425179818,0.06651797074996507
"Jul 10, 2019",173.05,173.08,172.02,172.51,1.09M,-0.40%,0.6507142857142887,2.9894452168261676,0.06706822438384205
"Jul 11, 2019",172.54,172.73,171.5,171.82,812.40K,-0.40%,0.6885714285714296,2.963362846007101,0.06829346828844318
"Jul 12, 2019",171.55,171.88,171.25,171.68,766.69K,-0.08%,0.6928571428571441,2.9338437711026613,0.06944551832481761
"Jul 15, 2019",171.74,172.42,171.49,172.33,502.40K,0.38%,0.7264285714285705,2.9025328104236694,0.07158549698267887
"Jul 16, 2019",172.33,172.68,172.16,172.34,580.06K,0.01%,0.7192857142857138,2.858458759189971,0.07349556447629875
"Jul 17, 2019",172.47,173.13,172.44,172.93,528.06K,0.34%,0.7149999999999973,2.8158365913697265,0.07508482560285178
"Jul 18, 2019",173.12,173.63,173.02,173.25,629.37K,0.19%,0.7378571428571397,2.772207032472503,0.07735122681062401
"Jul 19, 2019",173.47,173.57,173.27,173.39,436.42K,0.08%,0.6992857142857096,2.728785575998767,0.07794027130519872
"Jul 22, 2019",173.39,173.79,173.29,173.78,408.71K,0.22%,0.6971428571428524,2.7060039361738157,0.07880538760545673
"Jul 23, 2019",173.61,173.97,173.56,173.91,397.22K,0.07%,0.6871428571428514,2.6820398395458387,0.07940287659411699
"Jul 24, 2019",173.78,174.51,173.74,174.3,600.27K,0.22%,0.7107142857142789,2.661336214618954,0.08035513347015685
"Jul 25, 2019",174.26,174.92,173.49,174.01,985.68K,-0.17%,0.7435714285714202,2.6247231060914755,0.08150755339493751
"Jul 26, 2019",174.25,174.3,173.92,174.21,407.41K,0.11%,0.7335714285714232,2.593079134740084,0.08267241117974755
"Jul 29, 2019",174.32,174.57,174.27,174.46,390.38K,0.14%,0.7257142857142794,2.561213059086436,0.08349949313984649
"Jul 30, 2019",174.43,174.65,174.36,174.55,402.73K,0.05%,0.6614285714285647,2.534365369613744,0.08323863720685624
"Jul 31, 2019",174.61,175.28,174.52,175.07,594.05K,0.30%,0.6278571428571362,2.5126890554366255,0.08301500510341324
"Aug 01, 2019",175.03,175.88,174.73,175.44,728.99K,0.21%,0.664999999999994,2.4956529641925003,0.08306373731312529
"Aug 02, 2019",175.72,176.1,175.62,175.82,864.96K,0.22%,0.6457142857142811,2.469848909108695,0.08292953659955221
"Aug 05, 2019",175.98,176.63,175.93,176.22,588.13K,0.23%,0.6664285714285663,2.432420753031708,0.08267513996071359
"Aug 06, 2019",176.61,176.74,176.12,176.58,538.52K,0.20%,0.65428571428571,2.402708522893456,0.08224614585043946
"Aug 07, 2019",176.75,177.74,176.72,177.36,801.06K,0.44%,0.6871428571428534,2.4081729869080855,0.08211795547740053
"Aug 08, 2019",177.0,177.42,176.38,176.93,851.12K,-0.24%,0.7385714285714248,2.3837616641689467,0.08233765331943843
"Aug 09, 2019",177.5,177.55,176.96,177.16,535.28K,0.13%,0.7471428571428537,2.3699488638057633,0.08178493449409792
"Aug 12, 2019",177.15,177.68,177.03,177.44,340.32K,0.16%,0.7642857142857115,2.3591655197736374,0.08110025164245148
"Aug 13, 2019",177.5,177.84,177.31,177.68,579.11K,0.14%,0.7471428571428557,2.3522881273274354,0.07939963121800987
"Aug 14, 2019",177.71,178.49,177.62,178.31,638.59K,0.35%,0.7071428571428575,2.3548671811704787,0.07675508755846379
"Aug 15, 2019",178.4,179.66,178.18,179.06,885.06K,0.42%,0.7857142857142837,2.3874085316214355,0.07586781337228082
"Aug 16, 2019",179.39,179.58,178.14,178.6,739.02K,-0.26%,0.8628571428571438,2.385184156228408,0.07747863762949722
"Aug 19, 2019",178.72,178.84,177.82,178.15,738.53K,-0.25%,0.915000000000002,2.3549490240053945,0.07932888475357287
"Aug 20, 2019",178.19,179.19,178.19,178.9,638.04K,0.42%,0.9350000000000024,2.347461510138761,0.08125999132795086
"Aug 21, 2019",178.76,178.83,178.19,178.68,545.22K,-0.12%,0.903571428571431,2.3277476494458207,0.07964607749989203
"Aug 22, 2019",178.73,178.94,177.65,178.04,886.66K,-0.36%,0.9485714285714308,2.3615871094996574,0.08618063979486115
"Aug 23, 2019",178.01,178.83,177.48,178.54,648.61K,0.28%,0.9871428571428608,2.390090273698015,0.09400134769923327
"Aug 26, 2019",179.08,179.21,178.22,178.52,448.01K,-0.01%,1.0135714285714326,2.4161164847598604,0.1021480946081563
"Aug 27, 2019",178.51,179.07,178.45,178.94,518.17K,0.24%,0.9750000000000044,2.450682929391146,0.10681574971336437
"Aug 28, 2019",179.0,179.46,178.88,179.3,709.33K,0.20%,0.942142857142863,2.4901941583329137,0.10963827973102533
"Aug 29, 2019",179.2,179.36,178.57,178.94,734.95K,-0.20%,0.9542857142857214,2.515483123758909,0.11236362324577959
"Aug 30, 2019",178.91,179.27,178.63,179.1,721.96K,0.09%,0.9535714285714364,2.5325281463437954,0.11451824530288662
"Sep 02, 2019",179.18,179.2,178.6,178.96,608.73K,-0.08%,0.9585714285714358,2.5666606768431484,0.11782091250686752
"Sep 03, 2019",178.89,179.67,178.81,179.32,1.61M,0.20%,0.9578571428571488,2.5909331236905007,0.12099689549750173
"Sep 04, 2019",178.97,179.0,177.98,178.52,972.35K,-0.45%,0.9478571428571496,2.59873995161745,0.1235083830779947
"Sep 05, 2019",178.57,178.57,176.97,177.31,225.60K,-0.68%,0.9592857142857188,2.5677246859617164,0.1263517563226483
"Sep 06, 2019",177.35,177.78,177.09,177.7,8.21K,0.22%,0.9357142857142894,2.5479600437115866,0.1284639801484532
"Sep 09, 2019",175.21,175.3,174.19,174.24,645.23K,-1.95%,1.1121428571428609,2.5267394669882948,0.13675670145232202
"Sep 10, 2019",174.31,174.52,173.75,173.98,711.97K,-0.15%,1.116428571428575,2.499576379204255,0.14451927946845022
"Sep 11, 2019",173.8,174.38,173.65,174.24,619.52K,0.15%,1.076428571428575,2.471496949181909,0.14792268295123404
"Sep 12, 2019",174.03,175.62,173.23,173.93,1.24M,-0.18%,1.150714285714289,2.4495567276812675,0.15313074844681768
"Sep 13, 2019",173.52,173.63,172.18,172.44,949.71K,-0.86%,1.2050000000000023,2.4685108693205815,0.1605864071455889
"Sep 16, 2019",172.51,173.13,172.4,172.98,600.07K,0.31%,1.2128571428571442,2.4757571246642147,0.1676892500190241
"Sep 17, 2019",172.99,173.16,172.67,172.87,581.50K,-0.06%,1.2064285714285723,2.4906507573268306,0.17392566131032017
"Sep 18, 2019",172.87,173.48,172.65,173.37,505.36K,0.29%,1.2092857142857127,2.498269149259648,0.1794254868369035
"Sep 19, 2019",173.07,173.4,172.86,173.3,531.38K,-0.04%,1.202142857142854,2.4960341500050798,0.18472235885884977
"Sep 20, 2019",173.32,173.84,173.23,173.47,475.45K,0.10%,1.202857142857141,2.496704025774226,0.18816799461766862
"Sep 23, 2019",173.6,174.64,173.29,174.54,683.11K,0.62%,1.2378571428571417,2.4781140120276826,0.19160343343521002
"Sep 24, 2019",174.19,174.88,174.03,174.73,576.51K,0.11%,1.202857142857141,2.441836354033248,0.1942657600491177
"Sep 25, 2019",174.88,174.97,173.93,174.36,692.84K,-0.21%,1.1628571428571408,2.3881642701907624,0.1960417338582993
"Sep 26, 2019",174.11,174.46,174.03,174.32,523.32K,-0.02%,1.144285714285713,2.328119841976904,0.1970391781894011
"Sep 27, 2019",174.35,174.54,174.05,174.21,451.67K,-0.06%,0.9285714285714264,2.2879389044448715,0.1955994531148892
"Sep 30, 2019",174.35,174.36,173.77,174.25,531.34K,0.02%,0.9157142857142831,2.2462189754204274,0.19392873712288147
"Oct 01, 2019",174.23,174.25,173.31,174.2,848.64K,-0.03%,0.9307142857142836,2.220641460830264,0.19210989640369946
"Oct 02, 2019",173.86,174.04,173.6,173.79,612.93K,-0.24%,0.8028571428571395,2.2093914912729513,0.19120536204128552
"Oct 03, 2019",173.88,174.78,173.88,174.46,618.53K,0.39%,0.7485714285714258,2.1905271327927145,0.19028471770401806
