Date,Open,High,Low,Close,Vol.,Change %,ATR(14)
"May 25, 2020",173.05,173.28,172.98,173.06,136.20K,-0.03%,0.7578571428571459
"May 26, 2020",173.11,173.16,172.01,172.16,705.34K,-0.52%,0.7528571428571463
"May 27, 2020",172.28,172.53,171.5,172.07,841.05K,-0.05%,0.7414285714285731
"May 28, 2020",171.82,172.32,171.68,172.05,637.25K,-0.01%,0.7357142857142865
"May 29, 2020",172.15,172.57,172.0,172.46,810.34K,0.24%,0.730714285714285
"Jun 01, 2020",172.37,172.42,171.47,171.65,638.43K,-0.47%,0.7492857142857149
"Jun 02, 2020",171.92,172.15,171.67,171.86,1.11M,0.12%,0.7457142857142876
"Jun 03, 2020",171.66,171.87,170.86,170.97,1.45M,-0.52%,0.7764285714285718
"Jun 04, 2020",171.04,171.34,170.37,170.54,1.11M,-0.25%,0.8000000000000013
"Jun 05, 2020",170.55,170.7,169.66,169.86,183.51K,-0.40%,0.7685714285714299
"Jun 08, 2020",170.13,170.27,169.88,170.22,11.88K,0.21%,0.7335714285714293
"Jun 09, 2020",173.61,174.02,173.3,173.46,646.57K,1.90%,0.9721428571428581
"Jun 10, 2020",173.47,174.18,173.25,173.81,644.91K,0.20%,0.9950000000000004
"Jun 11, 2020",174.28,175.34,174.12,175.24,598.11K,0.82%,1.0621428571428575
"Jun 12, 2020",175.25,175.6,174.9,175.57,513.63K,0.19%,1.0907142857142844
"Jun 15, 2020",175.62,175.98,175.28,175.52,475.61K,-0.03%,1.058571428571426
"Jun 16, 2020",175.22,175.58,174.9,175.4,592.82K,-0.07%,1.0335714285714264
"Jun 17, 2020",175.34,175.63,174.8,175.4,596.32K,0.00%,1.047142857142855
"Jun 18, 2020",175.28,175.76,175.16,175.59,548.60K,0.11%,1.0492857142857122
"Jun 19, 2020",175.61,175.79,175.3,175.68,383.64K,0.05%,1.0135714285714243
"Jun 22, 2020",175.74,176.37,175.6,176.11,440.63K,0.24%,1.0328571428571394
"Jun 23, 2020",175.85,176.13,175.45,175.61,559.80K,-0.28%,1.009285714285712
"Jun 24, 2020",175.53,176.12,175.2,176.01,592.63K,0.23%,1.0057142857142847
"Jun 25, 2020",176.11,176.72,176.09,176.55,526.35K,0.31%,0.9821428571428571
"Jun 26, 2020",176.39,176.8,176.32,176.7,399.58K,0.08%,0.9871428571428587
"Jun 29, 2020",176.75,176.86,176.35,176.66,350.34K,-0.02%,0.7521428571428592
"Jun 30, 2020",176.58,176.86,176.16,176.52,534.41K,-0.08%,0.7357142857142885
"Jul 01, 2020",176.15,176.2,175.2,175.29,550.71K,-0.70%,0.72071428571429
"Jul 02, 2020",175.19,176.06,175.04,176.01,628.12K,0.41%,0.7435714285714344
"Jul 03, 2020",175.98,176.24,175.85,176.02,244.23K,0.01%,0.7214285714285792
"Jul 06, 2020",175.88,176.15,175.62,175.96,407.43K,-0.03%,0.7107142857142931
"Jul 07, 2020",176.07,176.3,175.72,175.88,413.70K,-0.05%,0.6928571428571522
"Jul 08, 2020",176.11,176.37,176.02,176.13,435.17K,0.14%,0.6850000000000104
"Jul 09, 2020",176.01,176.61,175.96,176.52,443.34K,0.22%,0.6964285714285836
"Jul 10, 2020",176.41,176.92,176.34,176.63,476.77K,0.06%,0.6828571428571532
"Jul 13, 2020",176.48,176.49,175.54,175.63,503.25K,-0.57%,0.7121428571428672
"Jul 14, 2020",175.98,176.25,175.74,176.2,476.67K,0.32%,0.6907142857142949
"Jul 15, 2020",176.03,176.47,175.92,176.12,538.08K,-0.05%,0.6792857142857238
"Jul 16, 2020",176.17,176.74,176.07,176.62,472.60K,0.28%,0.6928571428571522
"Jul 17, 2020",176.41,176.68,176.1,176.27,332.01K,-0.20%,0.6978571428571517
"Jul 20, 2020",176.19,176.54,175.77,176.37,465.20K,0.06%,0.7028571428571492
"Jul 21, 2020",176.24,176.45,176.06,176.37,407.57K,0.00%,0.6364285714285752
"Jul 22, 2020",176.37,176.95,176.2,176.93,482.28K,0.32%,0.6171428571428602
"Jul 23, 2020",176.79,176.89,176.59,176.72,404.14K,-0.12%,0.6135714285714309
"Jul 24, 2020",176.77,176.98,175.95,176.09,608.25K,-0.36%,0.6492857142857166
"Jul 27, 2020",176.06,176.87,175.96,176.8,481.82K,0.40%,0.672857142857144
"Jul 28, 2020",176.51,177.24,176.49,177.13,494.53K,0.19%,0.691428571428572
"Jul 29, 2020",177.15,177.29,176.83,176.95,431.54K,-0.10%,0.6778571428571415
"Jul 30, 2020",177.0,177.8,176.92,177.69,531.23K,0.42%,0.6992857142857157
"Jul 31, 2020",177.71,178.01,177.25,177.52,573.93K,-0.10%,0.6757142857142863
"Aug 03, 2020",177.44,177.48,177.03,177.31,380.28K,-0.12%,0.6664285714285724
"Aug 04, 2020",177.31,178.01,177.19,177.81,454.20K,0.28%,0.6857142857142853
"Aug 05, 2020",177.96,178.0,177.0,177.1,492.40K,-0.40%,0.7092857142857127
"Aug 06, 2020",177.02,177.81,176.92,177.6,547.06K,0.28%,0.7314285714285701
"Aug 07, 2020",177.38,177.67,177.07,177.17,394.37K,-0.24%,0.7192857142857138
"Aug 10, 2020",177.16,177.64,176.89,177.5,366.17K,0.19%,0.7450000000000004
"Aug 11, 2020",177.39,177.5,176.56,176.66,562.34K,-0.47%,0.7585714285714289
"Aug 12, 2020",176.86,176.88,175.93,176.24,642.98K,-0.24%,0.8021428571428564
"Aug 13, 2020",176.43,176.6,175.27,175.56,635.29K,-0.39%,0.8235714285714266
"Aug 14, 2020",175.26,175.81,175.25,175.76,486.10K,0.11%,0.798571428571427
"Aug 17, 2020",175.61,176.27,175.54,176.21,470.45K,0.26%,0.7971428571428569
"Aug 18, 2020",176.14,176.51,176.03,176.43,514.88K,0.12%,0.798571428571429
"Aug 19, 2020",176.47,176.87,176.39,176.57,542.39K,0.08%,0.7700000000000001
"Aug 20, 2020",176.58,177.18,176.45,176.95,562.70K,0.22%,0.7678571428571449
"Aug 21, 2020",176.87,177.37,176.75,177.1,531.59K,0.08%,0.7771428571428588
"Aug 24, 2020",177.21,177.25,176.73,177.02,461.45K,-0.05%,0.7557142857142887
"Aug 25, 2020",176.95,176.95,175.75,175.89,760.04K,-0.64%,0.7750000000000037
"Aug 26, 2020",176.0,176.04,175.47,175.66,733.62K,-0.13%,0.7521428571428592
"Aug 27, 2020",175.94,176.58,175.28,175.44,873.37K,-0.13%,0.8021428571428605
"Aug 28, 2020",175.29,175.82,175.06,175.68,916.05K,0.14%,0.8028571428571455
"Aug 31, 2020",175.63,175.78,175.22,175.56,629.22K,-0.07%,0.7757142857142887
"Sep 01, 2020",175.46,176.18,175.17,175.72,947.62K,0.09%,0.7800000000000052
"Sep 02, 2020",176.12,176.82,176.0,176.67,1.14M,0.54%,0.7635714285714345
"Sep 03, 2020",176.74,177.18,176.49,177.07,1.29M,0.23%,0.7728571428571485
"Sep 04, 2020",176.93,177.04,176.37,176.78,615.88K,-0.16%,0.7707142857142892
"Sep 07, 2020",176.47,176.86,176.19,176.52,133.13K,-0.15%,0.7842857142857197
"Sep 08, 2020",176.52,176.94,176.42,176.93,14.26K,0.23%,0.7871428571428619
"Sep 09, 2020",174.34,174.41,173.51,173.68,607.81K,-1.84%,0.9792857142857189
"Sep 10, 2020",173.61,173.91,173.06,173.11,665.07K,-0.33%,0.9957142857142897
"Sep 11, 2020",173.66,174.04,173.54,173.96,462.19K,0.49%,1.0250000000000017
"Sep 14, 2020",174.02,174.32,173.91,174.0,433.07K,0.02%,0.9635714285714292
"Sep 15, 2020",174.05,174.15,173.78,174.0,472.41K,0.00%,0.9492857142857157
"Sep 16, 2020",174.12,174.29,173.84,173.92,455.12K,-0.05%,0.8885714285714285
"Sep 17, 2020",174.05,174.45,173.74,174.26,647.27K,0.20%,0.884999999999999
"Sep 18, 2020",174.07,174.43,173.93,174.07,438.52K,-0.11%,0.8807142857142846
"Sep 21, 2020",174.08,174.85,173.95,174.65,608.20K,0.33%,0.8728571428571408
"Sep 22, 2020",174.56,174.74,174.25,174.37,588.25K,-0.16%,0.8292857142857132
"Sep 23, 2020",174.38,174.64,174.19,174.21,574.54K,-0.09%,0.8121428571428554
"Sep 24, 2020",174.43,174.72,174.22,174.44,557.16K,0.13%,0.798571428571427
"Sep 25, 2020",174.27,174.7,174.16,174.67,472.17K,0.13%,0.789285714285711
"Sep 28, 2020",174.58,174.68,174.31,174.62,427.30K,-0.03%,0.7785714285714249
"Sep 29, 2020",174.63,174.9,174.58,174.87,498.12K,0.14%,0.5571428571428518
"Sep 30, 2020",174.81,174.95,174.34,174.52,714.17K,-0.20%,0.539999999999994
"Oct 01, 2020",174.5,174.71,174.17,174.66,715.32K,0.08%,0.5121428571428542
"Oct 02, 2020",174.61,174.97,174.6,174.66,526.39K,0.00%,0.5092857142857119
"Oct 05, 2020",174.67,174.9,174.19,174.42,529.43K,-0.14%,0.5335714285714265
"Oct 06, 2020",174.18,174.65,174.15,174.27,664.92K,-0.09%,0.5371428571428558
"Oct 07, 2020",174.58,174.61,173.93,174.13,705.09K,-0.08%,0.5350000000000007
"Oct 08, 2020",174.1,174.58,174.04,174.48,455.63K,0.20%,0.5378571428571449
"Oct 09, 2020",174.52,174.86,174.49,174.68,492.24K,0.11%,0.5007142857142891
"Oct 12, 2020",174.74,174.87,174.6,174.81,307.19K,0.07%,0.4850000000000035
"Oct 13, 2020",174.88,175.13,174.76,175.06,492.61K,0.14%,0.4792857142857189
"Oct 14, 2020",175.07,175.5,175.04,175.35,546.06K,0.17%,0.4757142857142916
"Oct 15, 2020",175.37,176.28,175.35,175.9,836.38K,0.31%,0.5035714285714354
"Oct 16, 2020",175.82,176.29,175.77,176.07,478.75K,0.10%,0.5142857142857196
"Oct 19, 2020",176.01,176.17,175.77,176.11,486.45K,0.02%,0.5200000000000041
"Oct 20, 2020",176.1,176.24,175.66,175.81,585.02K,-0.17%,0.5178571428571489
"Oct 21, 2020",175.67,175.86,175.34,175.71,647.92K,-0.06%,0.5164285714285768
"Oct 22, 2020",175.54,175.73,175.17,175.19,613.67K,-0.30%,0.5300000000000052
"Oct 23, 2020",175.2,175.52,175.0,175.26,551.14K,0.04%,0.5164285714285768
"Oct 26, 2020",175.5,175.73,175.1,175.3,573.12K,0.02%,0.5257142857142908
"Oct 27, 2020",175.45,176.06,175.27,175.94,590.38K,0.37%,0.5335714285714326
"Oct 28, 2020",176.08,176.43,175.95,176.07,793.21K,0.07%,0.5300000000000031
"Oct 29, 2020",176.03,176.44,175.92,176.31,698.75K,0.14%,0.5400000000000021
"Oct 30, 2020",176.18,176.38,175.9,176.15,683.41K,-0.09%,0.5550000000000007
"Nov 02, 2020",176.25,176.36,175.9,176.24,530.00K,0.05%,0.5614285714285724
"Nov 03, 2020",176.29,176.37,175.82,176.02,584.73K,-0.12%,0.5678571428571441
"Nov 04, 2020",175.71,176.83,175.53,176.4,787.73K,0.22%,0.5942857142857159
"Nov 05, 2020",176.52,176.65,176.09,176.33,616.56K,-0.04%,0.5971428571428602
"Nov 06, 2020",176.42,176.49,175.86,176.03,591.31K,-0.17%,0.6135714285714329
"Nov 09, 2020",176.09,176.46,174.26,174.36,1.19M,-0.95%,0.7292857142857189
"Nov 10, 2020",174.54,174.63,173.92,174.02,994.34K,-0.19%,0.7428571428571473
"Nov 11, 2020",174.01,174.5,173.66,174.3,653.88K,0.16%,0.7628571428571475
"Nov 12, 2020",174.42,174.97,174.26,174.74,665.82K,0.25%,0.7764285714285758
"Nov 13, 2020",174.91,175.17,174.78,174.94,512.60K,0.11%,0.7621428571428603
"Nov 16, 2020",174.94,175.29,174.45,174.93,675.21K,-0.01%,0.7657142857142897
"Nov 17, 2020",174.94,175.27,174.85,175.18,526.43K,0.14%,0.7607142857142902
"Nov 18, 2020",175.28,175.46,174.91,175.12,526.04K,-0.03%,0.7628571428571475
"Nov 19, 2020",175.2,175.41,175.1,175.33,521.65K,0.12%,0.7507142857142911
"Nov 20, 2020",175.45,175.73,175.25,175.53,512.29K,0.11%,0.7521428571428613
"Nov 23, 2020",175.7,175.71,175.26,175.41,552.78K,-0.07%,0.7450000000000045
"Nov 24, 2020",175.37,175.47,175.12,175.26,520.86K,-0.09%,0.6771428571428605
"Nov 25, 2020",175.1,175.46,174.96,175.33,507.15K,0.04%,0.672857142857146
"Nov 26, 2020",175.18,175.59,175.16,175.51,333.13K,0.10%,0.6585714285714326
"Nov 27, 2020",175.59,175.65,175.41,175.5,360.72K,-0.01%,0.518571428571432
"Nov 30, 2020",175.63,175.72,175.21,175.25,744.76K,-0.14%,0.5042857142857164
"Dec 01, 2020",175.32,175.45,174.47,174.56,1.19M,-0.39%,0.5142857142857155
"Dec 02, 2020",174.56,174.69,174.37,174.48,1.14M,-0.05%,0.4864285714285716
"Dec 03, 2020",174.63,175.18,174.56,174.94,1.33M,0.26%,0.5057142857142887
"Dec 04, 2020",175.15,175.22,174.81,174.82,756.78K,-0.07%,0.4750000000000024
"Dec 07, 2020",175.03,175.51,175.03,175.41,128.89K,0.34%,0.49428571428571544
"Dec 08, 2020",175.37,175.61,175.35,175.43,16.39K,0.01%,0.47357142857143025
"Dec 09, 2020",178.08,178.3,177.91,178.19,418.76K,1.57%,0.6564285714285732
"Dec 10, 2020",178.3,178.55,177.77,178.08,704.19K,-0.06%,0.6778571428571455
"Dec 11, 2020",178.27,178.77,178.17,178.68,561.97K,0.34%,0.6950000000000013
"Dec 14, 2020",178.37,178.56,178.13,178.42,444.21K,-0.15%,0.7092857142857169
"Dec 15, 2020",178.37,178.57,178.17,178.27,440.33K,-0.08%,0.7021428571428601
"Dec 16, 2020",178.28,178.31,177.27,177.55,691.25K,-0.40%,0.7457142857142876
"Dec 17, 2020",177.6,177.98,177.34,177.69,519.60K,0.08%,0.7742857142857146
"Dec 18, 2020",177.74,177.85,177.28,177.66,416.57K,-0.02%,0.778571428571429
"Dec 21, 2020",177.83,178.44,177.61,177.86,520.42K,0.11%,0.7678571428571429
"Dec 22, 2020",177.7,178.09,177.63,177.93,344.00K,0.04%,0.7778571428571439
"Dec 23, 2020",178.07,178.18,177.01,177.07,507.28K,-0.48%,0.8114285714285724
"Dec 24, 2020",177.36,177.36,177.36,177.36,-,0.16%,0.8028571428571455
"Dec 28, 2020",177.35,177.77,177.17,177.39,195.97K,0.02%,0.7964285714285759
"Dec 29, 2020",177.6,177.75,177.52,177.7,265.00K,0.17%,0.8035714285714326
"Dec 30, 2020",177.73,177.84,177.27,177.64,306.91K,-0.03%,0.6392857142857176
"Dec 31, 2020",177.84,177.84,177.84,177.84,-,0.11%,0.5978571428571472
"Jan 04, 2021",177.78,178.37,177.52,178.12,695.84K,0.16%,0.6092857142857184
"Jan 05, 2021",178.22,178.27,177.71,177.9,613.78K,-0.12%,0.6100000000000035
"Jan 06, 2021",177.85,177.85,177.02,177.37,842.16K,-0.30%,0.644285714285717
"Jan 07, 2021",177.47,177.69,177.17,177.25,792.79K,-0.07%,0.6071428571428612
"Jan 08, 2021",177.33,177.53,177.16,177.3,542.40K,0.03%,0.5878571428571482
"Jan 11, 2021",177.28,177.55,176.84,176.93,739.76K,-0.21%,0.5978571428571493
"Jan 12, 2021",176.83,176.87,176.34,176.44,904.00K,-0.28%,0.5807142857142935
"Jan 13, 2021",176.84,177.6,176.72,177.36,989.43K,0.52%,0.6307142857142927
"Jan 14, 2021",177.49,177.96,177.32,177.84,748.88K,0.27%,0.5928571428571497
"Jan 15, 2021",177.65,177.94,177.5,177.66,547.66K,-0.10%,0.6035714285714339
"Jan 18, 2021",177.71,177.81,177.24,177.37,432.30K,-0.16%,0.6014285714285746
"Jan 19, 2021",177.31,177.45,177.1,177.4,720.92K,0.02%,0.6007142857142875
"Jan 20, 2021",177.33,177.5,177.25,177.45,506.83K,0.03%,0.5778571428571452
"Jan 21, 2021",177.41,177.56,176.74,176.8,860.43K,-0.37%,0.6221428571428577
"Jan 22, 2021",176.76,177.27,176.63,177.16,643.50K,0.20%,0.6071428571428592
"Jan 25, 2021",177.13,177.88,177.12,177.83,675.95K,0.38%,0.6214285714285727
"Jan 26, 2021",177.82,177.96,177.45,177.52,617.11K,-0.17%,0.595000000000003
"Jan 27, 2021",177.56,178.12,177.39,177.79,863.82K,0.15%,0.6100000000000035
"Jan 28, 2021",177.64,177.96,177.46,177.77,701.49K,-0.01%,0.6192857142857174
"Jan 29, 2021",177.58,177.66,176.89,177.25,1.15M,-0.29%,0.6314285714285758
"Feb 01, 2021",177.36,177.42,176.97,177.22,635.89K,-0.02%,0.6214285714285747
"Feb 02, 2021",177.13,177.23,176.63,176.75,876.69K,-0.27%,0.5814285714285745
"Feb 03, 2021",176.6,176.7,176.35,176.47,761.77K,-0.16%,0.5642857142857167
"Feb 04, 2021",176.35,176.57,176.1,176.32,848.30K,-0.08%,0.566428571428574
"Feb 05, 2021",176.28,176.48,175.63,176.17,977.99K,-0.09%,0.5864285714285741
"Feb 08, 2021",175.96,176.23,175.61,176.12,643.91K,-0.03%,0.605714285714287
"Feb 09, 2021",176.1,176.36,175.92,176.21,765.00K,0.05%,0.6192857142857174
"Feb 10, 2021",176.07,176.38,175.94,176.1,688.20K,-0.06%,0.5921428571428606
"Feb 11, 2021",176.27,176.64,176.24,176.43,656.53K,0.19%,0.5850000000000019
"Feb 12, 2021",176.39,176.53,175.77,175.97,758.70K,-0.26%,0.5850000000000019
"Feb 15, 2021",175.65,175.7,175.15,175.23,670.34K,-0.42%,0.6071428571428571
"Feb 16, 2021",175.24,175.45,174.49,174.8,1.05M,-0.25%,0.6235714285714258
"Feb 17, 2021",174.45,175.14,174.38,175.04,1.15M,0.14%,0.6421428571428537
"Feb 18, 2021",175.12,175.26,174.38,174.68,1.02M,-0.21%,0.6421428571428517
"Feb 19, 2021",174.64,174.7,173.98,174.18,944.86K,-0.29%,0.6614285714285667
"Feb 22, 2021",173.95,175.02,173.58,174.72,1.27M,0.31%,0.721428571428567
"Feb 23, 2021",174.57,174.65,173.82,174.35,1.18M,-0.21%,0.7571428571428527
"Feb 24, 2021",174.49,174.57,173.65,174.04,1.15M,-0.18%,0.789285714285709
"Feb 25, 2021",174.21,174.25,172.08,173.06,1.70M,-0.56%,0.8835714285714228
"Feb 26, 2021",172.11,173.91,172.11,173.4,1.50M,0.20%,0.9678571428571375
"Mar 01, 2021",174.02,174.75,173.77,174.56,1.15M,0.67%,1.0328571428571354
"Mar 02, 2021",174.75,174.93,174.14,174.67,1.42M,0.06%,1.0578571428571368
"Mar 03, 2021",174.93,174.97,173.75,173.95,1.44M,-0.41%,1.106428571428566
"Mar 04, 2021",173.79,174.51,173.71,174.27,938.86K,0.18%,1.1092857142857082
"Mar 05, 2021",173.69,174.28,173.63,174.0,209.17K,-0.15%,1.097142857142852
"Mar 08, 2021",173.95,174.0,173.71,174.01,15.50K,0.01%,1.0492857142857102
"Mar 09, 2021",170.93,171.7,170.83,171.23,740.72K,-1.60%,1.222142857142852
"Mar 10, 2021",171.38,171.53,171.07,171.32,588.85K,0.05%,1.192142857142853
"Mar 11, 2021",171.43,172.2,171.3,171.64,986.92K,0.19%,1.2049999999999943
"Mar 12, 2021",171.62,171.65,171.05,171.12,733.60K,-0.30%,1.144999999999994
"Mar 15, 2021",171.32,171.87,171.2,171.78,653.50K,0.39%,1.134285714285708
"Mar 16, 2021",171.77,172.0,171.64,171.78,689.01K,0.00%,1.0942857142857096
"Mar 17, 2021",171.68,171.8,170.98,171.08,817.35K,-0.41%,0.9978571428571408
"Mar 18, 2021",171.44,171.47,170.52,170.72,960.18K,-0.21%,0.9371428571428554
"Mar 19, 2021",170.96,171.43,170.93,171.22,664.88K,0.29%,0.8914285714285707
"Mar 22, 2021",171.3,171.8,171.23,171.49,584.36K,0.16%,0.8764285714285701
"Mar 23, 2021",171.54,172.17,171.42,171.92,775.98K,0.25%,0.8428571428571416
"Mar 24, 2021",172.19,172.44,171.93,172.17,700.32K,0.15%,0.8228571428571436
"Mar 25, 2021",172.3,172.66,172.15,172.58,641.25K,0.24%,0.8128571428571425
"Mar 26, 2021",172.56,172.58,171.91,172.12,628.46K,-0.27%,0.8400000000000014
"Mar 29, 2021",172.08,172.34,171.45,171.62,623.82K,-0.29%,0.6764285714285754
"Mar 30, 2021",171.53,171.56,170.71,171.0,932.15K,-0.36%,0.7085714285714317
"Mar 31, 2021",171.14,171.4,170.88,171.28,771.11K,0.16%,0.6814285714285769
"Apr 01, 2021",171.1,171.86,171.07,171.83,571.20K,0.32%,0.6950000000000074
"Apr 02, 2021",171.73,171.73,171.73,171.73,-,-0.06%,0.6485714285714376
"Apr 06, 2021",171.55,171.89,171.32,171.68,595.43K,-0.03%,0.6635714285714361
"Apr 07, 2021",171.67,172.06,171.6,171.67,666.40K,-0.01%,0.6378571428571495
"Apr 08, 2021",171.67,172.12,171.63,171.89,573.51K,0.13%,0.6050000000000081
"Apr 09, 2021",171.98,172.07,171.15,171.37,734.48K,-0.30%,0.6200000000000065
"Apr 12, 2021",171.25,171.87,171.23,171.3,664.71K,-0.04%,0.624285714285721
"Apr 13, 2021",171.22,171.54,170.98,171.26,852.16K,-0.02%,0.6107142857142926
"Apr 14, 2021",171.57,171.62,170.66,170.87,748.30K,-0.23%,0.6421428571428639
"Apr 15, 2021",170.66,171.52,170.6,171.33,775.72K,0.27%,0.6714285714285799
"Apr 16, 2021",171.28,171.31,170.77,170.91,647.84K,-0.25%,0.6635714285714361
"Apr 19, 2021",170.94,171.07,170.17,170.48,819.39K,-0.25%,0.6642857142857211
"Apr 20, 2021",170.38,170.93,170.09,170.74,820.26K,0.15%,0.6592857142857217
"Apr 21, 2021",170.82,171.12,170.61,170.88,697.04K,0.08%,0.6585714285714346
"Apr 22, 2021",171.02,171.27,170.53,170.94,845.85K,0.04%,0.6550000000000052
"Apr 23, 2021",171.02,171.13,170.67,170.83,617.36K,-0.06%,0.6807142857142898
"Apr 26, 2021",170.75,170.95,170.46,170.83,576.13K,0.00%,0.6750000000000033
"Apr 27, 2021",170.75,170.91,170.51,170.76,564.46K,-0.04%,0.6707142857142888
"Apr 28, 2021",170.59,170.67,170.04,170.48,803.04K,-0.16%,0.6871428571428595
"Apr 29, 2021",170.61,170.64,169.66,169.88,929.25K,-0.35%,0.691428571428574
"Apr 30, 2021",169.79,170.19,169.77,170.0,746.52K,0.07%,0.6757142857142863
"May 03, 2021",169.98,170.34,169.47,170.16,611.31K,0.09%,0.6978571428571436
"May 04, 2021",170.15,170.8,169.89,170.66,877.24K,0.29%,0.6942857142857163
"May 05, 2021",170.62,170.64,170.2,170.47,705.69K,-0.11%,0.6614285714285728
"May 06, 2021",170.57,170.88,170.23,170.59,823.07K,0.07%,0.6678571428571445
"May 07, 2021",170.43,170.98,170.2,170.47,1.00M,-0.07%,0.6592857142857156
"May 10, 2021",170.18,170.32,169.97,170.29,561.91K,-0.11%,0.635000000000001
"May 11, 2021",170.13,170.25,169.39,169.45,997.63K,-0.49%,0.6628571428571449
"May 12, 2021",169.42,169.77,168.83,168.94,964.25K,-0.30%,0.6771428571428585
"May 13, 2021",168.8,169.08,168.59,168.89,801.72K,-0.03%,0.6792857142857157
"May 14, 2021",169.02,169.21,168.77,168.98,739.61K,0.05%,0.6757142857142883
"May 17, 2021",169.13,169.35,168.67,168.86,778.72K,-0.07%,0.6957142857142884
"May 18, 2021",168.83,169.14,168.69,168.82,842.70K,-0.02%,0.6764285714285734
"May 19, 2021",168.76,169.12,168.29,168.9,1.01M,0.05%,0.6657142857142893
"May 20, 2021",168.63,168.92,168.48,168.84,705.69K,-0.04%,0.6671428571428615
"May 21, 2021",168.82,169.31,168.75,169.14,770.58K,0.18%,0.6450000000000041
"May 24, 2021",169.18,169.41,169.02,169.32,465.55K,0.11%,0.6078571428571442
"May 25, 2021",169.37,169.92,169.29,169.69,819.33K,0.22%,0.6200000000000004
"May 26, 2021",169.88,170.4,169.69,170.29,872.00K,0.35%,0.6242857142857149
"May 27, 2021",170.3,170.38,169.68,169.79,784.83K,-0.29%,0.6185714285714283
"May 28, 2021",169.81,170.08,169.53,169.94,731.71K,0.09%,0.6221428571428577
"May 31, 2021",169.87,170.08,169.48,169.94,487.14K,0.00%,0.6007142857142875
"Jun 01, 2021",170.06,170.15,169.68,169.83,1.18M,-0.06%,0.5671428571428591
"Jun 02, 2021",169.92,170.2,169.88,170.15,1.33M,0.19%,0.558571428571428
"Jun 03, 2021",170.17,170.2,169.81,169.94,1.17M,-0.12%,0.5549999999999987
"Jun 04, 2021",169.9,170.43,169.84,170.33,753.54K,0.23%,0.548571428571427
"Jun 07, 2021",170.29,170.4,170.05,170.12,156.25K,-0.12%,0.5414285714285703
"Jun 08, 2021",170.15,170.35,170.09,170.23,16.19K,0.06%,0.500714285714283
"Jun 09, 2021",172.11,172.85,172.08,172.56,715.68K,1.37%,0.6564285714285693
"Jun 10, 2021",172.55,172.88,171.97,172.53,796.97K,-0.02%,0.6814285714285688
"Jun 11, 2021",172.87,173.16,172.79,172.88,570.97K,0.20%,0.6985714285714266
"Jun 14, 2021",172.91,173.04,172.52,172.64,440.45K,-0.14%,0.6907142857142828
"Jun 15, 2021",172.62,172.8,172.25,172.32,686.03K,-0.19%,0.6792857142857116
"Jun 16, 2021",172.3,172.66,171.91,172.53,555.13K,0.12%,0.6828571428571409
"Jun 17, 2021",171.97,172.7,171.8,172.44,802.66K,-0.05%,0.7078571428571385
"Jun 18, 2021",172.47,172.88,172.36,172.6,826.46K,0.09%,0.70214285714285
"Jun 21, 2021",172.69,173.03,171.93,172.16,770.50K,-0.25%,0.7471428571428496
"Jun 22, 2021",172.12,172.2,171.67,171.95,677.71K,-0.12%,0.7585714285714228
"Jun 23, 2021",172.02,172.46,171.76,172.17,686.92K,0.13%,0.7807142857142821
"Jun 24, 2021",172.21,172.39,171.88,172.33,573.16K,0.09%,0.7749999999999956
"Jun 25, 2021",172.24,172.3,171.68,171.77,551.49K,-0.32%,0.7964285714285678
"Jun 28, 2021",171.79,172.34,171.71,172.26,496.38K,0.29%,0.8228571428571395
"Jun 29, 2021",172.25,172.33,171.86,172.07,666.53K,-0.11%,0.6692857142857106
"Jun 30, 2021",172.13,172.74,171.98,172.61,724.06K,0.31%,0.6585714285714265
"Jul 01, 2021",172.5,172.69,172.22,172.54,666.57K,-0.04%,0.6471428571428552
"Jul 02, 2021",172.62,173.19,172.54,173.09,692.35K,0.32%,0.6564285714285713
"Jul 05, 2021",173.12,173.18,172.65,172.7,344.34K,-0.23%,0.6549999999999991
"Jul 06, 2021",172.72,173.65,172.49,173.6,753.36K,0.52%,0.6842857142857132
"Jul 07, 2021",173.6,174.27,173.46,174.02,782.43K,0.24%,0.6778571428571435
"Jul 08, 2021",174.16,174.77,174.09,174.34,892.13K,0.18%,0.6942857142857163
"Jul 09, 2021",174.16,174.32,173.87,173.9,552.53K,-0.25%,0.6492857142857166
"Jul 12, 2021",173.91,174.32,173.91,174.05,456.60K,0.09%,0.6414285714285727
"Jul 13, 2021",174.05,174.31,173.7,174.12,802.45K,0.04%,0.635000000000001
"Jul 14, 2021",173.72,174.49,173.7,174.34,612.53K,0.13%,0.6550000000000031
"Jul 15, 2021",174.55,174.9,174.45,174.58,623.77K,0.14%,0.6485714285714315
"Jul 16, 2021",174.86,175.04,174.65,174.87,451.48K,0.17%,0.6364285714285732
"Jul 19, 2021",175.15,175.72,175.02,175.52,742.94K,0.37%,0.66357142857143
"Jul 20, 2021",175.48,176.28,175.41,175.85,912.58K,0.19%,0.6714285714285718
"Jul 21, 2021",175.77,176.11,175.41,175.53,755.38K,-0.18%,0.6878571428571446
"Jul 22, 2021",175.54,176.15,175.24,175.94,695.78K,0.23%,0.7064285714285725
"Jul 23, 2021",175.9,175.97,175.56,175.81,476.08K,-0.07%,0.6978571428571436
