Date,Open,High,Low,Close,Vol.,Change %
"Jan 07, 2021",177.47,177.69,177.17,177.25,792.79K,-0.07%
"Jan 06, 2021",177.85,177.85,177.02,177.37,842.16K,-0.30%
"Jan 05, 2021",178.22,178.27,177.71,177.9,613.78K,-0.12%
"Jan 04, 2021",177.78,178.37,177.52,178.12,695.84K,0.16%
"Dec 31, 2020",177.84,177.84,177.84,177.84,-,0.11%
"Dec 30, 2020",177.73,177.84,177.27,177.64,306.91K,-0.03%
"Dec 29, 2020",177.6,177.75,177.52,177.7,265.00K,0.17%
"Dec 28, 2020",177.35,177.77,177.17,177.39,195.97K,0.02%
"Dec 24, 2020",177.36,177.36,177.36,177.36,-,0.16%
"Dec 23, 2020",178.07,178.18,177.01,177.07,507.28K,-0.48%
"Dec 22, 2020",177.7,178.09,177.63,177.93,344.00K,0.04%
"Dec 21, 2020",177.83,178.44,177.61,177.86,520.42K,0.11%
"Dec 18, 2020",177.74,177.85,177.28,177.66,416.57K,-0.02%
"Dec 17, 2020",177.6,177.98,177.34,177.69,519.60K,0.08%
"Dec 16, 2020",178.28,178.31,177.27,177.55,691.25K,-0.40%
"Dec 15, 2020",178.37,178.57,178.17,178.27,440.33K,-0.08%
"Dec 14, 2020",178.37,178.56,178.13,178.42,444.21K,-0.15%
"Dec 11, 2020",178.27,178.77,178.17,178.68,561.97K,0.34%
"Dec 10, 2020",178.3,178.55,177.77,178.08,704.19K,-0.06%
"Dec 09, 2020",178.08,178.3,177.91,178.19,418.76K,1.57%
"Dec 08, 2020",175.37,175.61,175.35,175.43,16.39K,0.01%
"Dec 07, 2020",175.03,175.51,175.03,175.41,128.89K,0.34%
"Dec 04, 2020",175.15,175.22,174.81,174.82,756.78K,-0.07%
"Dec 03, 2020",174.63,175.18,174.56,174.94,1.33M,0.26%
"Dec 02, 2020",174.56,174.69,174.37,174.48,1.14M,-0.05%
"Dec 01, 2020",175.32,175.45,174.47,174.56,1.19M,-0.39%
"Nov 30, 2020",175.63,175.72,175.21,175.25,744.76K,-0.14%
"Nov 27, 2020",175.59,175.65,175.41,175.5,360.72K,-0.01%
"Nov 26, 2020",175.18,175.59,175.16,175.51,333.13K,0.10%
"Nov 25, 2020",175.1,175.46,174.96,175.33,507.15K,0.04%
"Nov 24, 2020",175.37,175.47,175.12,175.26,520.86K,-0.09%
"Nov 23, 2020",175.7,175.71,175.26,175.41,552.78K,-0.07%
"Nov 20, 2020",175.45,175.73,175.25,175.53,512.29K,0.11%
"Nov 19, 2020",175.2,175.41,175.1,175.33,521.65K,0.12%
"Nov 18, 2020",175.28,175.46,174.91,175.12,526.04K,-0.03%
"Nov 17, 2020",174.94,175.27,174.85,175.18,526.43K,0.14%
"Nov 16, 2020",174.94,175.29,174.45,174.93,675.21K,-0.01%
"Nov 13, 2020",174.91,175.17,174.78,174.94,512.60K,0.11%
"Nov 12, 2020",174.42,174.97,174.26,174.74,665.82K,0.25%
"Nov 11, 2020",174.01,174.5,173.66,174.3,653.88K,0.16%
"Nov 10, 2020",174.54,174.63,173.92,174.02,994.34K,-0.19%
"Nov 09, 2020",176.09,176.46,174.26,174.36,1.19M,-0.95%
"Nov 06, 2020",176.42,176.49,175.86,176.03,591.31K,-0.17%
"Nov 05, 2020",176.52,176.65,176.09,176.33,616.56K,-0.04%
"Nov 04, 2020",175.71,176.83,175.53,176.4,787.73K,0.22%
"Nov 03, 2020",176.29,176.37,175.82,176.02,584.73K,-0.12%
"Nov 02, 2020",176.25,176.36,175.9,176.24,530.00K,0.05%
"Oct 30, 2020",176.18,176.38,175.9,176.15,683.41K,-0.09%
"Oct 29, 2020",176.03,176.44,175.92,176.31,698.75K,0.14%
"Oct 28, 2020",176.08,176.43,175.95,176.07,793.21K,0.07%
"Oct 27, 2020",175.45,176.06,175.27,175.94,590.38K,0.37%
"Oct 26, 2020",175.5,175.73,175.1,175.3,573.12K,0.02%
"Oct 23, 2020",175.2,175.52,175.0,175.26,551.14K,0.04%
"Oct 22, 2020",175.54,175.73,175.17,175.19,613.67K,-0.30%
"Oct 21, 2020",175.67,175.86,175.34,175.71,647.92K,-0.06%
"Oct 20, 2020",176.1,176.24,175.66,175.81,585.02K,-0.17%
"Oct 19, 2020",176.01,176.17,175.77,176.11,486.45K,0.02%
"Oct 16, 2020",175.82,176.29,175.77,176.07,478.75K,0.10%
"Oct 15, 2020",175.37,176.28,175.35,175.9,836.38K,0.31%
"Oct 14, 2020",175.07,175.5,175.04,175.35,546.06K,0.17%
"Oct 13, 2020",174.88,175.13,174.76,175.06,492.61K,0.14%
"Oct 12, 2020",174.74,174.87,174.6,174.81,307.19K,0.07%
"Oct 09, 2020",174.52,174.86,174.49,174.68,492.24K,0.11%
"Oct 08, 2020",174.1,174.58,174.04,174.48,455.63K,0.20%
"Oct 07, 2020",174.58,174.61,173.93,174.13,705.09K,-0.08%
"Oct 06, 2020",174.18,174.65,174.15,174.27,664.92K,-0.09%
"Oct 05, 2020",174.67,174.9,174.19,174.42,529.43K,-0.14%
"Oct 02, 2020",174.61,174.97,174.6,174.66,526.39K,0.00%
"Oct 01, 2020",174.5,174.71,174.17,174.66,715.32K,0.08%
"Sep 30, 2020",174.81,174.95,174.34,174.52,714.17K,-0.20%
"Sep 29, 2020",174.63,174.9,174.58,174.87,498.12K,0.14%
"Sep 28, 2020",174.58,174.68,174.31,174.62,427.30K,-0.03%
"Sep 25, 2020",174.27,174.7,174.16,174.67,472.17K,0.13%
"Sep 24, 2020",174.43,174.72,174.22,174.44,557.16K,0.13%
"Sep 23, 2020",174.38,174.64,174.19,174.21,574.54K,-0.09%
"Sep 22, 2020",174.56,174.74,174.25,174.37,588.25K,-0.16%
"Sep 21, 2020",174.08,174.85,173.95,174.65,608.20K,0.33%
"Sep 18, 2020",174.07,174.43,173.93,174.07,438.52K,-0.11%
"Sep 17, 2020",174.05,174.45,173.74,174.26,647.27K,0.20%
"Sep 16, 2020",174.12,174.29,173.84,173.92,455.12K,-0.05%
"Sep 15, 2020",174.05,174.15,173.78,174.0,472.41K,0.00%
"Sep 14, 2020",174.02,174.32,173.91,174.0,433.07K,0.02%
"Sep 11, 2020",173.66,174.04,173.54,173.96,462.19K,0.49%
"Sep 10, 2020",173.61,173.91,173.06,173.11,665.07K,-0.33%
"Sep 09, 2020",174.34,174.41,173.51,173.68,607.81K,-1.84%
"Sep 08, 2020",176.52,176.94,176.42,176.93,14.26K,0.23%
"Sep 07, 2020",176.47,176.86,176.19,176.52,133.13K,-0.15%
"Sep 04, 2020",176.93,177.04,176.37,176.78,615.88K,-0.16%
"Sep 03, 2020",176.74,177.18,176.49,177.07,1.29M,0.23%
"Sep 02, 2020",176.12,176.82,176.0,176.67,1.14M,0.54%
"Sep 01, 2020",175.46,176.18,175.17,175.72,947.62K,0.09%
"Aug 31, 2020",175.63,175.78,175.22,175.56,629.22K,-0.07%
"Aug 28, 2020",175.29,175.82,175.06,175.68,916.05K,0.14%
"Aug 27, 2020",175.94,176.58,175.28,175.44,873.37K,-0.13%
"Aug 26, 2020",176.0,176.04,175.47,175.66,733.62K,-0.13%
"Aug 25, 2020",176.95,176.95,175.75,175.89,760.04K,-0.64%
"Aug 24, 2020",177.21,177.25,176.73,177.02,461.45K,-0.05%
"Aug 21, 2020",176.87,177.37,176.75,177.1,531.59K,0.08%
"Aug 20, 2020",176.58,177.18,176.45,176.95,562.70K,0.22%
"Aug 19, 2020",176.47,176.87,176.39,176.57,542.39K,0.08%
"Aug 18, 2020",176.14,176.51,176.03,176.43,514.88K,0.12%
"Aug 17, 2020",175.61,176.27,175.54,176.21,470.45K,0.26%
"Aug 14, 2020",175.26,175.81,175.25,175.76,486.10K,0.11%
"Aug 13, 2020",176.43,176.6,175.27,175.56,635.29K,-0.39%
"Aug 12, 2020",176.86,176.88,175.93,176.24,642.98K,-0.24%
"Aug 11, 2020",177.39,177.5,176.56,176.66,562.34K,-0.47%
"Aug 10, 2020",177.16,177.64,176.89,177.5,366.17K,0.19%
"Aug 07, 2020",177.38,177.67,177.07,177.17,394.37K,-0.24%
"Aug 06, 2020",177.02,177.81,176.92,177.6,547.06K,0.28%
"Aug 05, 2020",177.96,178.0,177.0,177.1,492.40K,-0.40%
"Aug 04, 2020",177.31,178.01,177.19,177.81,454.20K,0.28%
"Aug 03, 2020",177.44,177.48,177.03,177.31,380.28K,-0.12%
"Jul 31, 2020",177.71,178.01,177.25,177.52,573.93K,-0.10%
"Jul 30, 2020",177.0,177.8,176.92,177.69,531.23K,0.42%
"Jul 29, 2020",177.15,177.29,176.83,176.95,431.54K,-0.10%
"Jul 28, 2020",176.51,177.24,176.49,177.13,494.53K,0.19%
"Jul 27, 2020",176.06,176.87,175.96,176.8,481.82K,0.40%
"Jul 24, 2020",176.77,176.98,175.95,176.09,608.25K,-0.36%
"Jul 23, 2020",176.79,176.89,176.59,176.72,404.14K,-0.12%
"Jul 22, 2020",176.37,176.95,176.2,176.93,482.28K,0.32%
"Jul 21, 2020",176.24,176.45,176.06,176.37,407.57K,0.00%
"Jul 20, 2020",176.19,176.54,175.77,176.37,465.20K,0.06%
"Jul 17, 2020",176.41,176.68,176.1,176.27,332.01K,-0.20%
"Jul 16, 2020",176.17,176.74,176.07,176.62,472.60K,0.28%
"Jul 15, 2020",176.03,176.47,175.92,176.12,538.08K,-0.05%
"Jul 14, 2020",175.98,176.25,175.74,176.2,476.67K,0.32%
"Jul 13, 2020",176.48,176.49,175.54,175.63,503.25K,-0.57%
"Jul 10, 2020",176.41,176.92,176.34,176.63,476.77K,0.06%
"Jul 09, 2020",176.01,176.61,175.96,176.52,443.34K,0.22%
"Jul 08, 2020",176.11,176.37,176.02,176.13,435.17K,0.14%
"Jul 07, 2020",176.07,176.3,175.72,175.88,413.70K,-0.05%
"Jul 06, 2020",175.88,176.15,175.62,175.96,407.43K,-0.03%
"Jul 03, 2020",175.98,176.24,175.85,176.02,244.23K,0.01%
"Jul 02, 2020",175.19,176.06,175.04,176.01,628.12K,0.41%
"Jul 01, 2020",176.15,176.2,175.2,175.29,550.71K,-0.70%
"Jun 30, 2020",176.58,176.86,176.16,176.52,534.41K,-0.08%
"Jun 29, 2020",176.75,176.86,176.35,176.66,350.34K,-0.02%
"Jun 26, 2020",176.39,176.8,176.32,176.7,399.58K,0.08%
"Jun 25, 2020",176.11,176.72,176.09,176.55,526.35K,0.31%
"Jun 24, 2020",175.53,176.12,175.2,176.01,592.63K,0.23%
"Jun 23, 2020",175.85,176.13,175.45,175.61,559.80K,-0.28%
"Jun 22, 2020",175.74,176.37,175.6,176.11,440.63K,0.24%
"Jun 19, 2020",175.61,175.79,175.3,175.68,383.64K,0.05%
"Jun 18, 2020",175.28,175.76,175.16,175.59,548.60K,0.11%
"Jun 17, 2020",175.34,175.63,174.8,175.4,596.32K,0.00%
"Jun 16, 2020",175.22,175.58,174.9,175.4,592.82K,-0.07%
"Jun 15, 2020",175.62,175.98,175.28,175.52,475.61K,-0.03%
"Jun 12, 2020",175.25,175.6,174.9,175.57,513.63K,0.19%
"Jun 11, 2020",174.28,175.34,174.12,175.24,598.11K,0.82%
"Jun 10, 2020",173.47,174.18,173.25,173.81,644.91K,0.20%
"Jun 09, 2020",173.61,174.02,173.3,173.46,646.57K,1.90%
"Jun 08, 2020",170.13,170.27,169.88,170.22,11.88K,0.21%
"Jun 05, 2020",170.55,170.7,169.66,169.86,183.51K,-0.40%
"Jun 04, 2020",171.04,171.34,170.37,170.54,1.11M,-0.25%
"Jun 03, 2020",171.66,171.87,170.86,170.97,1.45M,-0.52%
"Jun 02, 2020",171.92,172.15,171.67,171.86,1.11M,0.12%
"Jun 01, 2020",172.37,172.42,171.47,171.65,638.43K,-0.47%
"May 29, 2020",172.15,172.57,172.0,172.46,810.34K,0.24%
"May 28, 2020",171.82,172.32,171.68,172.05,637.25K,-0.01%
"May 27, 2020",172.28,172.53,171.5,172.07,841.05K,-0.05%
"May 26, 2020",173.11,173.16,172.01,172.16,705.34K,-0.52%
"May 25, 2020",173.05,173.28,172.98,173.06,136.20K,-0.03%
"May 22, 2020",173.11,173.52,172.93,173.12,460.08K,-0.02%
"May 21, 2020",172.89,173.27,172.66,173.15,432.62K,0.25%
"May 20, 2020",172.76,172.97,172.51,172.72,547.62K,0.01%
"May 19, 2020",172.82,173.11,172.26,172.7,685.90K,-0.27%
"May 18, 2020",173.75,174.09,172.61,173.16,678.10K,-0.33%
"May 15, 2020",173.62,174.23,173.59,173.74,471.06K,0.05%
"May 14, 2020",173.56,174.08,173.5,173.65,540.23K,0.01%
"May 13, 2020",173.55,173.92,173.41,173.63,550.62K,0.15%
"May 12, 2020",173.18,173.49,172.8,173.37,616.39K,-0.09%
"May 11, 2020",173.47,173.74,173.13,173.53,445.98K,-0.14%
"May 08, 2020",173.87,174.24,173.52,173.77,302.21K,-0.07%
"May 07, 2020",173.49,174.08,172.89,173.89,652.67K,0.34%
"May 06, 2020",174.15,174.23,173.19,173.3,599.62K,-0.64%
"May 05, 2020",174.13,174.55,173.42,174.41,642.96K,0.21%
"May 04, 2020",174.37,174.69,173.77,174.04,497.88K,-0.22%
"Apr 30, 2020",172.95,174.57,172.94,174.43,780.39K,0.79%
"Apr 29, 2020",172.75,173.28,172.58,173.06,531.31K,0.18%
"Apr 28, 2020",172.4,172.84,172.09,172.75,423.81K,0.17%
"Apr 27, 2020",172.68,172.91,172.23,172.45,392.52K,-0.18%
"Apr 24, 2020",172.38,172.87,172.27,172.76,417.98K,0.38%
"Apr 23, 2020",171.85,172.48,171.29,172.1,571.17K,0.06%
"Apr 22, 2020",172.71,172.95,171.67,172.0,517.77K,-0.53%
"Apr 21, 2020",172.54,173.26,172.45,172.91,528.25K,0.29%
"Apr 20, 2020",172.65,173.01,172.19,172.41,392.72K,-0.25%
"Apr 17, 2020",172.44,172.89,172.17,172.85,299.09K,0.10%
"Apr 16, 2020",172.43,172.9,172.04,172.67,459.93K,-0.01%
"Apr 15, 2020",171.42,172.78,171.36,172.68,532.34K,0.66%
"Apr 14, 2020",170.47,171.71,170.28,171.54,274.44K,0.37%
"Apr 09, 2020",170.12,171.09,170.01,170.9,455.32K,0.26%
"Apr 08, 2020",170.79,171.31,170.0,170.46,620.31K,-0.02%
"Apr 07, 2020",171.81,171.9,170.24,170.49,567.35K,-0.77%
"Apr 06, 2020",171.85,172.05,171.42,171.82,320.31K,-0.14%
"Apr 03, 2020",171.96,172.44,171.8,172.06,391.64K,0.08%
"Apr 02, 2020",172.56,172.6,171.6,171.92,540.02K,-0.38%
"Apr 01, 2020",172.7,173.48,172.23,172.57,483.25K,0.03%
"Mar 31, 2020",172.84,173.16,172.33,172.51,508.92K,-0.63%
"Mar 30, 2020",172.94,173.83,172.62,173.6,427.48K,0.60%
"Mar 27, 2020",170.95,173.07,170.9,172.56,560.94K,0.87%
"Mar 26, 2020",169.69,171.35,169.69,171.07,545.09K,0.85%
"Mar 25, 2020",170.5,170.78,169.34,169.62,464.92K,-0.38%
"Mar 24, 2020",171.13,171.38,170.19,170.27,454.21K,-0.50%
"Mar 23, 2020",170.69,171.54,170.22,171.12,496.86K,0.41%
"Mar 20, 2020",168.53,170.84,168.52,170.42,543.20K,1.48%
"Mar 19, 2020",170.01,171.18,167.52,167.94,813.15K,-0.50%
"Mar 18, 2020",171.39,171.39,168.24,168.79,879.20K,-1.83%
"Mar 17, 2020",172.0,172.47,170.9,171.93,773.97K,-0.14%
"Mar 16, 2020",174.6,175.25,171.97,172.17,623.39K,-1.15%
"Mar 13, 2020",176.32,176.57,173.12,174.17,1.01M,-1.32%
"Mar 12, 2020",176.81,177.64,175.9,176.5,1.01M,-0.15%
"Mar 11, 2020",177.07,177.91,176.55,176.77,1.01M,-0.46%
"Mar 10, 2020",177.55,177.91,175.41,177.59,1.28M,-0.36%
"Mar 09, 2020",177.21,179.31,177.05,178.23,994.79K,-0.67%
"Mar 06, 2020",179.02,179.56,179.0,179.44,12.75K,0.48%
"Mar 05, 2020",177.55,178.9,177.5,178.59,167.78K,0.39%
"Mar 04, 2020",178.23,178.36,177.46,177.9,1.17M,0.09%
"Mar 03, 2020",177.41,178.25,176.83,177.74,1.84M,-0.05%
"Mar 02, 2020",177.82,178.38,177.0,177.83,1.98M,0.21%
"Feb 28, 2020",176.52,177.79,176.52,177.46,1.46M,0.50%
"Feb 27, 2020",175.99,176.89,175.86,176.58,1.34M,0.43%
"Feb 26, 2020",175.88,176.3,175.38,175.83,1.41M,-0.11%
"Feb 25, 2020",175.37,176.21,175.21,176.02,1.13M,0.25%
"Feb 24, 2020",175.39,175.86,175.13,175.58,1.26M,0.37%
"Feb 21, 2020",174.98,175.37,174.77,174.93,955.61K,-0.02%
"Feb 20, 2020",174.55,175.12,174.51,174.96,869.93K,0.17%
"Feb 19, 2020",174.41,174.74,174.28,174.66,635.29K,0.07%
"Feb 18, 2020",174.51,174.92,174.29,174.53,761.81K,0.05%
"Feb 17, 2020",174.35,174.52,174.08,174.45,264.96K,-0.02%
"Feb 14, 2020",174.29,174.59,174.1,174.48,470.47K,0.12%
"Feb 13, 2020",174.16,174.64,174.05,174.27,879.84K,0.14%
"Feb 12, 2020",174.17,174.2,173.72,174.02,737.95K,-0.14%
"Feb 11, 2020",174.48,174.55,174.13,174.26,766.47K,-0.18%
"Feb 10, 2020",174.33,174.69,174.01,174.57,500.71K,0.22%
"Feb 07, 2020",173.87,174.42,173.84,174.18,725.07K,0.21%
"Feb 06, 2020",173.71,173.96,173.42,173.82,762.86K,-0.06%
"Feb 05, 2020",174.33,174.63,173.65,173.92,947.84K,-0.35%
"Feb 04, 2020",175.06,175.07,174.25,174.53,837.83K,-0.20%
"Feb 03, 2020",175.1,175.14,174.62,174.88,692.50K,-0.09%
"Jan 31, 2020",174.29,175.3,174.16,175.04,763.63K,0.27%
"Jan 30, 2020",174.23,174.65,174.23,174.57,761.98K,0.29%
"Jan 29, 2020",173.66,174.28,173.41,174.06,628.56K,0.22%
"Jan 28, 2020",174.11,174.48,173.48,173.68,885.02K,-0.32%
"Jan 27, 2020",173.75,174.27,173.41,174.23,892.31K,0.55%
"Jan 24, 2020",172.82,173.54,172.6,173.28,812.60K,0.14%
"Jan 23, 2020",172.41,173.09,172.35,173.03,765.00K,0.41%
"Jan 22, 2020",172.04,172.5,171.91,172.33,584.94K,0.07%
"Jan 21, 2020",171.75,172.27,171.55,172.21,752.51K,0.31%
"Jan 20, 2020",171.76,171.76,171.52,171.67,233.91K,0.03%
"Jan 17, 2020",171.66,171.82,171.46,171.61,484.60K,-0.06%
"Jan 16, 2020",171.62,171.8,171.35,171.72,637.67K,0.15%
"Jan 15, 2020",171.05,171.72,171.01,171.46,672.85K,0.26%
"Jan 14, 2020",170.74,171.08,170.65,171.01,694.22K,0.15%
"Jan 13, 2020",171.36,171.43,170.71,170.76,611.44K,-0.34%
"Jan 10, 2020",171.31,171.43,170.85,171.35,555.74K,0.12%
"Jan 09, 2020",171.31,171.51,171.01,171.14,732.94K,-0.37%
"Jan 08, 2020",172.5,173.22,171.26,171.78,825.68K,-0.20%
"Jan 07, 2020",172.21,172.31,171.91,172.12,582.59K,-0.07%
"Jan 06, 2020",172.45,172.6,172.07,172.24,496.41K,0.07%
"Jan 03, 2020",171.1,172.38,171.1,172.12,528.22K,0.50%
"Jan 02, 2020",170.54,171.42,170.19,171.26,509.18K,0.45%
"Dec 30, 2019",171.58,171.68,170.42,170.49,360.68K,-0.65%
"Dec 27, 2019",171.69,171.79,171.42,171.61,168.14K,0.11%
"Dec 23, 2019",171.56,171.88,171.3,171.43,193.93K,-0.06%
"Dec 20, 2019",171.26,171.63,171.06,171.54,304.51K,0.15%
"Dec 19, 2019",171.6,171.66,170.9,171.28,562.47K,-0.12%
"Dec 18, 2019",172.11,172.4,171.35,171.48,485.08K,-0.38%
"Dec 17, 2019",172.03,172.29,171.96,172.13,417.67K,0.12%
"Dec 16, 2019",172.16,172.43,171.8,171.92,511.32K,-0.10%
"Dec 13, 2019",171.23,172.31,170.75,172.1,729.47K,0.20%
"Dec 12, 2019",172.7,172.99,171.61,171.75,665.98K,-0.51%
"Dec 11, 2019",172.31,172.88,172.17,172.63,431.70K,0.23%
"Dec 10, 2019",172.34,172.45,172.07,172.23,488.02K,-0.08%
"Dec 09, 2019",172.1,172.59,172.02,172.37,374.59K,1.08%
"Dec 06, 2019",170.37,170.53,170.18,170.53,12.90K,0.12%
"Dec 05, 2019",170.7,170.84,170.06,170.32,147.38K,-0.22%
"Dec 04, 2019",171.06,171.31,170.56,170.7,966.54K,-0.20%
"Dec 03, 2019",170.02,171.14,169.74,171.04,1.65M,0.66%
"Dec 02, 2019",170.99,171.0,169.85,169.92,1.68M,-0.67%
"Nov 29, 2019",171.29,171.4,170.91,171.07,884.11K,-0.11%
"Nov 28, 2019",171.42,171.6,171.16,171.26,486.68K,-0.05%
"Nov 27, 2019",171.3,171.52,171.13,171.35,639.29K,-0.06%
"Nov 26, 2019",171.04,171.49,170.88,171.45,497.72K,0.21%
"Nov 25, 2019",171.15,171.24,170.94,171.09,473.06K,-0.09%
"Nov 22, 2019",170.65,171.27,170.31,171.24,687.67K,0.29%
"Nov 21, 2019",171.24,171.35,170.56,170.75,686.08K,-0.20%
"Nov 20, 2019",171.0,171.56,170.95,171.09,703.99K,0.11%
"Nov 19, 2019",170.84,171.0,170.66,170.91,448.05K,0.04%
"Nov 18, 2019",170.89,171.06,170.55,170.84,481.34K,-0.01%
"Nov 15, 2019",170.92,171.05,170.65,170.85,413.78K,-0.08%
"Nov 14, 2019",170.26,171.15,170.26,170.99,620.54K,0.37%
"Nov 13, 2019",169.75,170.45,169.67,170.36,703.02K,0.48%
"Nov 12, 2019",169.67,169.83,169.26,169.54,576.49K,-0.01%
"Nov 11, 2019",169.64,169.99,169.46,169.56,350.12K,-0.08%
"Nov 08, 2019",169.4,169.89,169.12,169.69,693.21K,0.07%
"Nov 07, 2019",170.87,170.97,169.17,169.57,1.14M,-0.64%
"Nov 06, 2019",170.45,170.94,170.22,170.67,567.25K,0.08%
"Nov 05, 2019",170.9,170.95,170.3,170.53,736.20K,-0.27%
"Nov 04, 2019",171.47,171.47,170.91,170.99,449.13K,-0.25%
"Nov 01, 2019",171.84,171.99,171.35,171.42,485.30K,-0.20%
"Oct 31, 2019",171.24,172.03,171.17,171.76,723.72K,0.41%
"Oct 30, 2019",171.05,171.36,170.79,171.06,520.84K,0.01%
"Oct 29, 2019",170.68,171.14,170.6,171.04,507.31K,0.20%
"Oct 28, 2019",171.26,171.35,170.56,170.7,569.51K,-0.38%
"Oct 25, 2019",171.67,171.8,171.12,171.35,480.14K,-0.28%
"Oct 24, 2019",171.55,171.96,171.16,171.83,705.59K,0.09%
"Oct 23, 2019",171.68,171.93,171.44,171.67,490.85K,0.15%
"Oct 22, 2019",170.88,171.73,170.76,171.42,533.81K,0.31%
"Oct 21, 2019",171.45,171.46,170.78,170.89,432.61K,-0.35%
"Oct 18, 2019",171.73,171.88,171.24,171.49,441.62K,-0.13%
"Oct 17, 2019",171.64,171.93,170.73,171.72,845.84K,0.08%
"Oct 16, 2019",171.72,172.29,171.37,171.58,884.39K,-0.18%
"Oct 15, 2019",172.57,172.82,171.63,171.89,742.15K,-0.40%
"Oct 14, 2019",172.38,172.94,172.32,172.58,405.05K,0.11%
"Oct 11, 2019",172.67,173.15,172.08,172.39,951.59K,-0.35%
"Oct 10, 2019",174.06,174.14,172.57,173.0,793.96K,-0.60%
"Oct 09, 2019",174.52,174.56,173.85,174.05,481.56K,-0.35%
"Oct 08, 2019",174.24,174.69,173.86,174.67,556.10K,0.21%
"Oct 07, 2019",174.54,174.72,174.17,174.31,337.41K,-0.10%
"Oct 04, 2019",174.53,174.75,174.33,174.49,429.51K,0.02%
"Oct 03, 2019",173.88,174.78,173.88,174.46,618.53K,0.39%
"Oct 02, 2019",173.86,174.04,173.6,173.79,612.93K,-0.24%
"Oct 01, 2019",174.23,174.25,173.31,174.2,848.64K,-0.03%
"Sep 30, 2019",174.35,174.36,173.77,174.25,531.34K,0.02%
"Sep 27, 2019",174.35,174.54,174.05,174.21,451.67K,-0.06%
"Sep 26, 2019",174.11,174.46,174.03,174.32,523.32K,-0.02%
"Sep 25, 2019",174.88,174.97,173.93,174.36,692.84K,-0.21%
"Sep 24, 2019",174.19,174.88,174.03,174.73,576.51K,0.11%
"Sep 23, 2019",173.6,174.64,173.29,174.54,683.11K,0.62%
"Sep 20, 2019",173.32,173.84,173.23,173.47,475.45K,0.10%
"Sep 19, 2019",173.07,173.4,172.86,173.3,531.38K,-0.04%
"Sep 18, 2019",172.87,173.48,172.65,173.37,505.36K,0.29%
"Sep 17, 2019",172.99,173.16,172.67,172.87,581.50K,-0.06%
"Sep 16, 2019",172.51,173.13,172.4,172.98,600.07K,0.31%
"Sep 13, 2019",173.52,173.63,172.18,172.44,949.71K,-0.86%
"Sep 12, 2019",174.03,175.62,173.23,173.93,1.24M,-0.18%
"Sep 11, 2019",173.8,174.38,173.65,174.24,619.52K,0.15%
"Sep 10, 2019",174.31,174.52,173.75,173.98,711.97K,-0.15%
"Sep 09, 2019",175.21,175.3,174.19,174.24,645.23K,-1.95%
"Sep 06, 2019",177.35,177.78,177.09,177.7,8.21K,0.22%
"Sep 05, 2019",178.57,178.57,176.97,177.31,225.60K,-0.68%
"Sep 04, 2019",178.97,179.0,177.98,178.52,972.35K,-0.45%
"Sep 03, 2019",178.89,179.67,178.81,179.32,1.61M,0.20%
"Sep 02, 2019",179.18,179.2,178.6,178.96,608.73K,-0.08%
"Aug 30, 2019",178.91,179.27,178.63,179.1,721.96K,0.09%
"Aug 29, 2019",179.2,179.36,178.57,178.94,734.95K,-0.20%
"Aug 28, 2019",179.0,179.46,178.88,179.3,709.33K,0.20%
"Aug 27, 2019",178.51,179.07,178.45,178.94,518.17K,0.24%
"Aug 26, 2019",179.08,179.21,178.22,178.52,448.01K,-0.01%
"Aug 23, 2019",178.01,178.83,177.48,178.54,648.61K,0.28%
"Aug 22, 2019",178.73,178.94,177.65,178.04,886.66K,-0.36%
"Aug 21, 2019",178.76,178.83,178.19,178.68,545.22K,-0.12%
"Aug 20, 2019",178.19,179.19,178.19,178.9,638.04K,0.42%
"Aug 19, 2019",178.72,178.84,177.82,178.15,738.53K,-0.25%
"Aug 16, 2019",179.39,179.58,178.14,178.6,739.02K,-0.26%
"Aug 15, 2019",178.4,179.66,178.18,179.06,885.06K,0.42%
"Aug 14, 2019",177.71,178.49,177.62,178.31,638.59K,0.35%
"Aug 13, 2019",177.5,177.84,177.31,177.68,579.11K,0.14%
"Aug 12, 2019",177.15,177.68,177.03,177.44,340.32K,0.16%
"Aug 09, 2019",177.5,177.55,176.96,177.16,535.28K,0.13%
"Aug 08, 2019",177.0,177.42,176.38,176.93,851.12K,-0.24%
"Aug 07, 2019",176.75,177.74,176.72,177.36,801.06K,0.44%
"Aug 06, 2019",176.61,176.74,176.12,176.58,538.52K,0.20%
"Aug 05, 2019",175.98,176.63,175.93,176.22,588.13K,0.23%
"Aug 02, 2019",175.72,176.1,175.62,175.82,864.96K,0.22%
"Aug 01, 2019",175.03,175.88,174.73,175.44,728.99K,0.21%
"Jul 31, 2019",174.61,175.28,174.52,175.07,594.05K,0.30%
"Jul 30, 2019",174.43,174.65,174.36,174.55,402.73K,0.05%
"Jul 29, 2019",174.32,174.57,174.27,174.46,390.38K,0.14%
"Jul 26, 2019",174.25,174.3,173.92,174.21,407.41K,0.11%
"Jul 25, 2019",174.26,174.92,173.49,174.01,985.68K,-0.17%
"Jul 24, 2019",173.78,174.51,173.74,174.3,600.27K,0.22%
"Jul 23, 2019",173.61,173.97,173.56,173.91,397.22K,0.07%
"Jul 22, 2019",173.39,173.79,173.29,173.78,408.71K,0.22%
